L.p.,Sex,Age_2,Man_nman,Av_1,Dst_2,Cst_3,Av_4,Av_5,Dst_6,Dst_7,Cst_8,Dst_9,Dst_10,Av_11,Av_12,Cst_13,Pas_14,Av_15,Dst_16,Av_17,Dst_18,Cst_19,Cst_20,Pas_21,Cst_22,Dst_23,Pas_24,Av_25,Cst_26,Pas_27,Pas_28,Pas_29,Dst_30,Pas_31,Av_Pass,ConstrB,DestrB,AnxEm,HappEm,DejEm,AngerEm
1005,1,3,0,3,2,3,2,1,1,1,2,1,1,1,3,3,2,4,2,2,2,3,3,1,3,1,2,1,1,3,1,3,1,1,2,2.571429,1.333333,2.63,1.71,2.8,2.25
1006,,3,,1,1,3,1,1,1,4,4,1,1,1,1,4,1,1,1,1,1,4,4,1,4,2,4,1,1,2,1,2,1,2,1.375,3.428571,1,1.88,2.71,1.4,1.5
1007,1,3,,1,2,3,1,2,2,2,1,2,2,1,2,4,1,3,1,2,1,4,3,1,4,1,1,1,1,1,3,2,1,2,1.5,2.857143,1.5,1.75,2,1.4,2
1008,,4,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,3,4,4,1,4,1,1,1,4,1,1,1,1,1,1,4,1.333333,1,2.86,1.6,1.25
1009,0,2,0,1,1,4,1,1,1,2,4,1,1,1,1,4,1,1,2,1,1,3,3,1,4,1,1,1,4,1,1,2,1,2,1,3.714286,1.166667,1,3.14,1.2,1.25
1010,1,3,0,1,2,4,1,2,1,1,4,1,1,1,1,4,1,3,2,1,1,4,4,1,4,1,3,1,4,2,1,2,1,2,1.625,4,1.166667,1,2.29,1.2,1.5
1011,0,,0,1,1,4,1,1,1,2,1,1,1,1,1,4,1,2,1,1,1,1,1,1,4,4,2,1,4,1,1,1,1,2,1.25,2.714286,1,1.5,3.29,1.6,1
1012,1,4,0,1,4,4,1,1,2,2,4,1,1,1,1,1,1,2,2,4,1,4,3,2,4,1,1,1,4,2,1,1,2,4,1.25,3.428571,1.5,1.13,2.57,2.2,1.75
1013,1,3,0,1,1,3,1,1,1,1,4,1,1,1,1,4,1,4,1,1,1,3,4,1,3,1,1,1,1,1,1,2,1,2,1.375,3.142857,1,1.38,2.86,1.4,1.25
1014,1,2,0,2,2,3,2,1,1,3,3,2,2,1,2,3,1,1,2,1,1,3,3,2,3,1,1,1,1,1,1,2,1,1,1.375,2.714286,1.5,1.25,2.86,1.2,1.5
1015,1,3,0,2,1,4,2,1,2,1,4,1,2,1,1,4,2,4,2,2,2,4,3,1,4,1,1,1,4,1,2,2,1,4,1.625,3.857143,1.666667,1.25,3.29,1.8,1.75
1016,1,3,0,1,2,3,2,2,2,1,3,1,2,1,2,3,1,2,3,3,1,3,2,1,3,1,1,2,3,1,1,2,2,2,1.625,2.857143,1.833333,2.38,1.71,1.6,2.5
1017,1,3,0,1,1,4,1,2,1,1,4,2,2,1,1,4,1,2,2,1,2,4,4,2,4,1,1,1,4,2,1,1,1,1,1.375,4,1.666667,2,2.29,1.8,2.5
1018,0,2,0,1,1,4,1,1,1,1,3,1,1,1,2,4,1,1,2,2,1,4,2,1,3,1,1,1,3,1,1,4,1,3,1.125,3.285714,1.166667,1.25,1.86,1.8,1.75
1019,1,2,0,1,1,4,1,1,1,1,4,4,4,1,1,2,2,1,4,4,1,4,2,1,4,1,1,1,4,4,1,2,4,1,1.125,3.428571,3,4,1.86,3.4,3.25
1020,1,2,0,2,2,3,2,2,1,2,3,1,1,1,2,3,1,1,2,1,1,3,3,1,3,1,1,1,3,1,1,2,1,2,1.375,3,1.166667,1.38,2.29,1.6,1.75
1021,1,4,0,2,1,2,2,1,1,2,2,1,1,1,4,1,2,4,3,1,1,4,2,3,3,1,2,1,4,1,2,2,1,1,2.375,2.571429,1.333333,1.38,2,1,1.5
1022,1,2,0,1,3,4,1,1,1,1,4,1,1,2,3,4,2,2,3,1,1,4,4,2,4,1,1,1,4,1,1,2,1,2,1.625,4,1.333333,2.38,2.14,1.2,2
1023,1,3,0,2,1,4,2,1,1,1,4,3,2,1,1,4,2,4,3,2,2,4,3,1,4,1,1,1,4,1,2,2,1,1,1.625,3.857143,2,1.75,3,1.8,2.25
1024,1,2,0,1,1,4,1,2,1,1,3,2,2,1,1,4,1,2,4,1,3,4,4,2,4,1,1,1,4,2,1,1,1,1,1.375,3.857143,2.166667,2,2,1.6,2.5
1025,1,1,0,1,1,3,1,2,1,1,3,3,3,1,1,3,1,2,3,2,3,3,3,2,3,2,2,2,3,2,1,1,1,1,1.625,3,2.333333,2.25,2,1.6,2.5
1026,1,2,0,2,2,2,2,2,1,2,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,1,1,1,2,2,2.285714,1.333333,2.38,1.43,2.6,2
1027,,3,0,1,1,3,1,1,2,1,3,1,1,1,4,3,2,2,3,1,1,3,3,1,4,1,1,1,4,1,2,1,2,3,1.625,3.285714,1.666667,1.88,2,1.4,1.75
1028,1,3,0,1,1,3,1,1,1,1,4,1,2,1,2,4,1,2,1,1,1,4,4,2,3,1,2,1,4,2,1,2,1,3,1.5,3.714286,1.166667,1.88,2.29,1.6,1.25
1029,,4,0,2,4,1,1,1,1,4,1,1,1,1,1,4,1,4,2,1,1,4,3,3,3,1,3,1,4,3,3,3,1,1,1.875,2.857143,1.166667,1.25,2.14,1.8,1.5
1030,1,4,0,2,1,4,1,1,1,1,4,1,1,1,1,4,2,3,1,1,1,4,3,2,4,1,1,2,1,1,1,3,1,2,1.625,3.428571,1,1.13,2.71,1.4,1.25
1031,1,3,0,2,2,3,1,1,1,1,3,1,1,1,1,4,1,1,2,1,1,4,3,1,3,1,1,1,1,1,2,1,1,1,1,3,1.166667,1.38,2.86,1.4,2
1032,1,2,0,2,2,3,2,2,1,2,3,1,1,2,2,3,1,2,3,1,1,3,3,1,3,1,1,1,3,2,2,2,2,2,1.5,3,1.5,1.88,2.43,1.8,2
1033,1,3,0,2,3,3,2,1,1,4,3,1,1,2,2,3,2,2,1,1,1,3,3,2,3,1,3,1,1,2,1,4,1,3,1.875,2.714286,1,2.13,3.43,1.8,2.25
1034,1,4,0,1,2,4,1,1,1,1,4,2,2,1,1,4,1,1,1,1,2,3,4,1,4,1,3,1,4,1,1,3,1,4,1.25,3.857143,1.5,1.63,2.14,2.4,2.25
1035,1,1,0,3,2,3,2,1,1,1,3,2,2,1,3,3,1,3,2,2,2,3,3,1,3,1,2,2,2,2,2,3,1,2,1.875,2.857143,1.666667,2.38,1.71,2,2
1036,1,2,0,2,2,3,1,2,1,1,4,2,2,1,1,3,1,3,1,1,1,3,3,2,3,1,1,2,2,2,2,2,1,1,1.625,3,1.333333,1.5,2.71,1.4,1.5
1037,1,4,0,2,1,3,2,2,1,2,3,2,2,1,1,3,1,2,1,1,2,3,3,2,2,1,2,2,2,1,2,3,1,1,1.75,2.714286,1.5,2.13,2.57,1.8,2
1038,1,2,0,1,1,3,1,1,1,1,4,2,2,1,2,3,1,2,2,1,2,3,4,1,3,1,1,1,2,1,2,2,1,2,1.25,3.142857,1.666667,2,2.29,1.4,1.75
1039,1,3,0,2,2,3,1,1,1,4,3,1,1,1,2,4,1,3,1,2,2,4,3,1,4,1,1,1,2,1,1,2,1,1,1.375,3.285714,1.166667,1.13,3,2,1.75
1040,1,4,0,2,2,3,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,3,1,3,1,1,1,1,1,2,1,1,1,1,3.142857,1,1.38,2.86,1.4,2
1041,1,4,0,2,2,4,1,1,1,3,4,1,2,1,2,1,1,1,2,1,2,4,4,1,4,1,1,1,1,1,2,3,1,2,1.125,3.142857,1.5,1.75,3.71,1.2,1.75
1042,0,3,0,2,2,3,2,1,1,3,3,1,2,1,2,3,1,3,1,4,1,3,3,2,4,1,2,2,2,2,2,3,1,2,1.875,3,1.166667,1.88,2.57,1.8,2.25
1043,1,3,0,2,2,3,1,2,1,1,3,1,1,1,1,3,1,2,2,1,2,3,3,2,3,1,2,2,2,2,1,2,1,1,1.625,2.857143,1.333333,2.13,1.86,2,2
1044,0,1,0,1,1,3,1,1,1,1,4,1,1,1,1,3,1,3,1,1,1,3,2,1,4,1,1,1,3,1,1,2,1,2,1.25,3.142857,1,1.13,3.14,1,1
1045,1,4,0,1,1,3,1,1,1,1,4,1,1,1,2,4,1,1,1,1,2,3,4,1,4,1,1,1,1,1,1,1,1,2,1.125,3.285714,1.166667,1.13,2.29,1.6,1.25
1046,1,2,0,2,1,3,1,1,1,1,4,1,1,1,1,3,1,2,3,1,2,3,3,1,3,1,2,1,3,1,2,2,1,2,1.25,3.142857,1.5,1.63,2.71,1.2,2
1047,1,2,0,1,1,4,2,1,1,1,4,1,1,2,2,2,2,3,2,2,2,3,3,2,2,1,1,1,2,2,2,2,2,2,1.75,2.857143,1.5,2.5,1.57,2.6,2.75
1048,1,3,0,1,3,3,1,3,2,1,3,2,2,3,1,3,1,2,4,1,4,4,3,2,3,1,1,2,4,1,1,2,3,1,1.625,3.285714,2.833333,1.75,1.86,2,3.25
1049,1,2,0,3,2,4,3,1,1,2,2,2,3,3,3,2,2,1,3,3,3,2,3,3,2,2,2,3,2,3,2,3,1,2,2.25,2.428571,2.166667,2.38,2,2.2,2.5
1050,1,2,0,1,2,4,1,1,1,1,3,2,2,2,1,3,1,2,2,1,2,4,3,2,3,4,1,1,3,1,1,2,2,1,1.25,3.285714,1.833333,2.25,2.14,2.4,2.5
1051,0,3,0,2,3,3,2,1,1,2,3,1,2,1,2,3,2,1,2,1,1,3,3,2,3,1,1,1,3,2,2,2,2,2,1.5,3,1.5,2.75,2.43,2,1.75
1052,0,4,0,2,3,4,2,1,1,3,3,2,2,1,2,4,1,3,1,2,2,3,4,2,3,1,2,2,3,2,1,2,1,4,1.875,3.428571,1.5,2.5,2,2,2.75
1053,1,3,0,1,2,4,1,2,2,1,3,2,2,1,2,4,2,1,3,2,2,3,3,1,3,1,1,1,3,2,1,2,1,1,1.375,3.285714,2,1.75,2.43,1.8,3
1054,1,3,0,1,1,4,1,2,1,1,4,2,2,1,2,4,1,1,3,2,2,4,4,1,4,1,1,1,4,3,1,2,1,1,1.25,4,1.833333,2,2.29,2,2.25
1055,1,2,0,2,3,4,2,2,1,1,3,2,2,1,3,4,1,3,2,1,1,3,4,2,2,1,2,2,3,3,1,3,2,1,2.125,3.285714,1.666667,1.5,2.43,1.4,2
1056,1,3,0,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,3,1,2,2,3,2,2,2,1,2,2,2.428571,1.333333,1.75,3,1.4,1.75
1057,0,2,0,1,1,1,2,3,3,4,2,1,4,2,2,4,2,4,1,2,4,3,3,3,1,4,3,2,2,4,3,2,1,2,2.625,2.285714,2.333333,2,2.43,2.6,1.25
1058,1,1,0,1,1,3,1,1,2,1,4,1,1,1,1,3,1,2,1,1,1,3,4,1,4,1,1,1,3,2,1,2,2,2,1.125,3.428571,1.333333,1.5,3,1.2,1
1059,1,1,0,2,1,2,1,2,1,1,3,1,1,1,2,3,1,2,1,1,1,3,2,1,3,1,1,1,3,1,1,2,1,1,1.375,2.714286,1,1.13,2.14,1,1.25
1060,1,1,0,3,1,2,1,2,1,1,4,1,1,1,4,3,2,4,4,3,2,4,4,2,2,1,1,1,2,2,1,2,1,2,2.125,3,1.666667,1.88,3,1.2,3
1061,0,2,0,2,2,3,2,2,1,2,3,2,2,2,2,3,2,2,1,2,2,3,3,2,3,2,2,3,3,2,1,2,1,2,2.125,3,1.5,1.5,2.14,1.4,1.5
1062,0,4,0,1,2,4,1,1,1,1,2,1,1,2,4,2,2,1,1,1,2,4,4,2,3,2,4,3,4,1,1,1,1,2,2.25,3.285714,1.166667,1.63,2.43,1.2,1.75
1063,1,1,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1.13,3.86,1,1.25
1064,1,2,0,2,1,3,2,1,1,1,3,1,1,1,2,2,1,2,1,1,1,3,3,1,3,1,1,1,2,1,1,2,1,1,1.375,2.714286,1,1.38,2.86,1.2,1.75
1065,0,2,0,2,2,3,1,2,1,1,4,1,1,1,4,4,1,4,2,1,1,4,3,1,3,1,1,1,3,1,1,2,1,1,1.875,3.428571,1.166667,1,3.14,1.2,1
1066,1,3,0,2,1,3,2,1,1,2,3,1,1,1,3,3,1,2,1,2,1,3,4,1,3,4,3,2,1,2,2,3,1,3,1.875,2.857143,1,1.5,3.14,1.4,1.75
1067,1,4,0,1,1,2,1,1,1,1,2,1,1,1,2,4,1,3,1,1,2,2,2,1,3,1,1,1,3,2,2,2,1,2,1.375,2.571429,1.166667,1.25,2.71,1.6,1.5
1068,1,2,0,2,1,2,1,2,1,2,2,1,2,3,2,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2.25,2.571429,2.166667,1.38,1.43,1.6,1.5
1069,1,2,0,1,2,4,1,2,1,1,4,1,1,1,1,3,1,1,1,1,1,4,4,1,4,1,1,1,4,1,1,2,1,1,1.125,3.857143,1,1,4,1,1
1070,1,3,0,1,1,4,1,2,1,1,4,1,1,2,2,2,1,4,1,1,2,4,4,1,4,4,3,1,1,1,2,1,1,1,1.875,3.285714,1.166667,1.13,3.14,1.6,1.5
1071,0,1,0,1,1,4,2,2,1,1,4,1,1,1,2,4,1,3,1,1,1,4,3,1,4,1,1,1,4,1,2,3,1,1,1.625,3.857143,1,1,3.86,1,1
1072,1,1,0,2,2,3,1,2,1,1,3,1,1,2,2,4,1,1,1,1,1,4,3,1,3,1,1,1,3,1,1,3,1,2,1.25,3.285714,1,1.13,2.86,1.4,1
1073,1,4,0,2,2,3,2,2,1,1,3,1,2,1,3,2,2,3,1,2,1,2,4,3,3,1,2,2,1,2,2,3,1,2,2.375,2.571429,1.166667,1.25,3.43,1.6,1.5
1074,1,1,0,2,2,3,2,1,1,2,3,2,1,1,2,3,2,1,2,2,2,3,3,1,3,1,2,2,3,1,1,3,1,1,1.625,3,1.5,1.5,1.43,1.8,2
1075,0,1,0,2,2,3,2,1,1,1,4,1,2,1,2,4,1,1,4,1,1,2,4,1,2,1,1,1,4,1,2,3,1,1,1.25,3.285714,1.666667,1.38,3.14,1.4,1.75
1076,1,2,0,2,2,4,2,2,1,2,4,1,2,2,2,4,2,3,1,1,2,3,4,1,4,1,2,2,4,2,2,3,1,1,2,3.857143,1.333333,2,3,2,2
1077,1,2,0,2,2,4,1,1,1,1,4,1,1,2,3,3,2,2,1,1,1,3,4,2,4,1,1,1,3,1,2,2,1,2,1.625,3.571429,1,1.88,3.57,1.6,1.75
1078,0,4,0,3,2,3,2,1,1,2,3,1,1,2,4,3,2,4,2,1,1,3,3,1,3,1,2,1,2,2,3,2,1,2,2.125,2.857143,1.166667,1.5,1.71,2,1.5
1079,1,2,0,1,1,3,1,1,2,1,4,2,2,1,1,4,1,2,1,1,1,3,3,1,3,1,1,1,3,1,1,1,1,2,1.125,3.285714,1.5,1.13,2,1.2,1.75
1080,1,3,0,3,2,2,3,1,2,1,2,2,2,1,2,1,2,2,3,2,2,2,3,1,2,1,2,1,2,3,3,3,3,3,1.75,2,2.333333,2.88,1.43,2.2,2.5
1081,1,1,0,2,1,2,2,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,3,1,1,1,1,1,2,2,1,1,1.25,2,1.333333,1.5,2.71,1.8,1.25
1082,1,1,0,1,2,4,1,1,1,1,4,1,1,1,2,3,1,2,1,1,1,4,4,1,4,4,2,2,1,1,4,3,1,3,1.5,3.428571,1,1.13,2.43,1.6,1.75
1083,0,1,0,2,4,4,2,3,1,2,3,2,2,2,2,4,1,1,2,1,1,4,4,1,3,1,1,2,3,1,1,2,1,1,1.625,3.571429,1.5,1.38,2.71,1.4,2
1084,1,1,0,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,3,1,2,2,3,2,3,1,1,2,2,1,1,3,2,2,1.875,2.285714,1.833333,1.63,2.14,2,2
1085,1,1,0,3,3,4,2,3,1,1,3,1,1,1,2,3,2,2,2,1,2,4,4,1,4,1,2,1,3,2,1,3,1,1,1.875,3.571429,1.333333,1.38,2.57,1.2,2
1086,1,1,0,1,1,4,1,1,1,4,4,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,3,1,1,1,1,1,1,3.857143,1,1,3.86,1,1.25
1087,1,1,0,1,2,4,1,1,1,1,4,1,1,1,2,4,1,2,3,2,2,4,2,1,4,1,1,1,4,1,1,4,2,1,1.25,3.714286,1.666667,1.63,3,1.4,2
1088,1,1,0,1,2,4,2,3,1,1,3,1,1,2,3,4,2,3,3,2,2,4,4,1,3,1,1,2,4,2,1,2,2,3,2.125,3.714286,1.666667,1.88,3,1.8,2
1089,1,1,0,2,2,3,3,3,2,3,2,1,3,3,2,3,3,3,4,1,3,3,2,2,2,1,2,2,2,2,1,4,2,2,2.5,2.428571,2.5,2.5,2.14,1.8,2.5
1090,1,1,0,2,2,4,4,2,1,1,4,1,1,1,1,4,2,1,1,1,2,4,4,1,4,1,1,1,3,2,1,1,1,3,1.625,3.857143,1.166667,2,3.57,1.4,1.25
1091,1,2,0,4,1,4,1,1,2,1,3,1,1,1,3,4,1,1,1,1,1,4,3,1,4,2,1,1,4,1,1,3,1,1,1.25,3.714286,1.166667,1.25,3.86,1,1.25
1092,1,2,0,2,1,3,2,2,1,1,4,1,1,2,2,3,1,2,2,1,1,4,3,1,4,4,2,2,3,1,2,2,1,2,1.75,3.428571,1.166667,1.25,3,1.4,1
1093,0,3,0,1,4,4,1,1,4,1,4,3,1,1,1,4,1,1,1,1,1,4,3,1,4,1,1,1,4,1,1,3,3,2,1,3.857143,2.166667,1,4,1,1
1094,0,3,0,2,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,2,3,2,2,2,2,3,3,3,3,2.25,2.428571,3,2.5,2.57,3,2.5
1095,1,2,0,2,2,3,3,2,3,2,2,3,2,3,3,2,2,2,3,3,2,2,4,3,2,1,2,3,2,2,2,2,2,3,2.5,2.428571,2.5,2.13,2.43,2.6,2.5
1096,1,1,0,2,2,2,3,2,1,2,2,1,2,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,3,2,2,3,1,2,2.25,2.142857,1.333333,2.25,1.57,2.2,2.25
1097,0,1,0,1,1,3,1,1,1,1,4,1,1,1,2,4,1,4,1,1,1,3,3,1,4,1,1,1,4,1,2,1,1,1,1.5,3.571429,1,1.13,3.86,1,1
1098,0,1,0,3,1,2,2,2,1,1,2,2,2,1,2,3,2,3,4,3,1,2,3,1,2,1,1,2,3,3,3,3,1,4,1.875,2.428571,1.833333,2.13,2,2,3
1099,0,3,0,1,1,3,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,3,4,1,4,1,1,1,2,2,1,2,1,1,1.125,2.857143,1.333333,1.5,3.57,1.4,2.25
1100,1,1,0,2,2,2,2,3,1,2,2,1,2,2,4,2,3,3,1,2,1,2,2,2,2,1,1,2,2,3,2,3,2,1,2.5,2,1.333333,1.75,1.57,1.4,2.25
1101,1,1,0,2,1,3,2,2,1,1,4,1,2,1,4,3,1,1,1,1,1,2,3,1,4,1,1,1,3,2,4,1,1,4,1.625,3.142857,1.166667,2.13,2,1.6,2
1102,0,2,0,2,3,3,2,3,1,2,3,2,1,3,3,3,2,3,2,3,1,2,2,2,3,2,2,3,3,2,2,3,1,2,2.5,2.714286,1.333333,1.13,1.71,2.4,1.75
1103,1,4,0,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,4,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1.63,2.86,1.2,2
1104,1,4,0,2,2,4,1,1,1,3,3,4,1,1,4,4,1,2,1,3,1,4,3,1,4,1,3,1,1,2,2,2,1,2,1.75,3.285714,1.5,3.13,2.14,2.6,2.25
1105,0,2,0,2,4,3,2,2,4,3,2,4,2,3,1,2,3,4,3,3,2,2,3,4,1,2,3,2,4,3,2,4,2,3,2.625,2.428571,2.833333,2.13,2.43,2.4,1.25
1106,1,1,0,2,2,3,1,2,1,1,3,1,2,3,2,3,1,2,2,1,1,3,3,2,3,1,2,2,2,2,1,3,1,1,1.75,2.857143,1.333333,2.38,1.57,2,2.25
1107,1,2,0,4,4,4,4,3,2,2,2,3,2,3,3,2,3,2,2,1,1,1,1,1,1,1,2,3,3,3,2,2,3,3,2.625,2,2.166667,2.38,2.43,1.6,2.5
1108,1,4,0,1,2,4,1,1,1,1,4,1,1,2,2,4,1,1,1,1,1,4,4,1,4,1,2,1,4,1,2,1,1,2,1.25,4,1,1.13,3.71,1,1.5
1109,1,4,0,1,1,2,1,1,1,1,4,1,1,1,1,3,1,2,1,1,1,3,3,1,3,1,1,1,3,1,1,1,1,1,1.125,3,1,1,3.43,1,1
1110,1,2,0,2,2,3,2,3,2,1,3,2,2,2,3,3,2,3,4,4,2,3,4,1,4,1,2,3,1,1,1,3,2,3,2.375,3,2.333333,1.5,2,1.8,1.75
1111,1,1,0,2,2,4,2,3,1,1,4,3,2,3,4,4,1,2,4,2,3,4,4,2,4,1,1,2,4,2,1,3,1,4,2.125,4,2.333333,1.63,3.29,1.2,1.75
1112,1,1,0,2,2,4,1,2,1,1,4,1,1,2,2,3,2,2,2,3,2,4,4,1,3,1,2,2,3,1,1,2,1,2,1.75,3.571429,1.333333,2,3,2,1.75
1113,1,1,0,3,3,4,1,4,1,1,3,1,1,1,3,1,1,2,1,1,1,1,2,2,2,2,2,1,3,1,1,2,1,3,2,2.285714,1,1.38,3,2.2,1.25
1114,0,2,0,1,4,4,1,2,1,2,3,3,2,1,1,3,1,1,2,1,4,4,3,1,3,2,1,2,3,1,1,1,1,1,1.25,3.285714,2.166667,1.25,3,1.2,1.5
1115,1,1,0,2,4,3,2,4,2,1,3,3,3,4,2,4,2,2,4,1,4,4,4,3,3,2,1,2,3,2,1,1,1,1,2.25,3.428571,2.833333,1.75,1.43,2.4,2.5
1116,1,2,0,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1.625,2,1,1.75,2,1.8,1.25
1117,1,1,0,1,1,4,1,1,1,1,3,1,1,1,1,4,1,1,4,2,1,4,4,1,4,4,1,1,4,1,1,1,1,1,1,3.857143,1.5,1.13,3,1,1
1118,1,1,0,1,1,4,1,1,1,1,3,1,1,1,1,3,1,1,3,3,1,4,4,1,4,1,1,1,1,1,1,1,1,2,1,3.285714,1.333333,1,3,1,1.25
1119,1,1,0,2,2,2,3,2,2,1,3,3,2,2,3,3,2,2,4,1,2,2,2,3,2,1,2,2,2,4,2,4,1,2,2.375,2.285714,2.333333,2.63,1.71,2.4,2.25
1120,1,2,0,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,3,1,2,1.875,2.142857,1.166667,2,1.57,1.4,2
1121,1,1,0,2,2,4,1,1,1,1,4,2,1,1,2,3,1,3,1,1,2,3,3,3,4,1,1,1,4,1,2,1,1,2,1.625,3.571429,1.333333,1.38,3.57,1,1.25
1122,1,2,0,2,1,3,1,2,1,4,4,2,2,2,3,3,1,1,2,1,1,1,1,3,2,2,2,2,1,1,2,2,1,2,1.875,2.142857,1.5,1.63,1.71,1.6,2
1123,0,1,0,2,2,2,1,3,1,1,3,1,1,2,4,3,2,2,2,2,1,4,3,2,3,4,2,1,2,1,1,2,1,1,2.125,2.857143,1.166667,1.5,2.57,2.2,1.25
1124,0,1,0,1,2,2,2,1,1,2,1,2,2,2,4,3,3,2,2,2,2,3,3,2,3,3,2,3,2,2,2,2,2,2,2.375,2.428571,1.833333,1.88,2,2.2,1.75
1125,1,2,0,3,2,2,2,3,2,1,1,1,2,1,2,2,1,3,2,3,3,2,1,2,2,2,2,2,2,3,3,2,2,2,2.125,1.714286,2,2.13,2.57,1.6,2
1126,0,1,0,1,2,3,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1.75,1.857143,1.666667,1.63,1.86,1.6,2
1127,1,1,0,2,2,2,2,2,1,1,2,1,1,1,4,3,2,3,2,2,1,3,3,2,3,1,2,2,2,2,1,2,1,2,2.375,2.571429,1.166667,2.13,2,1.4,2.25
1128,1,1,0,2,2,4,2,2,1,1,3,2,2,3,2,4,1,2,4,2,3,4,4,3,4,1,2,2,3,2,3,4,2,2,2,3.714286,2.333333,2,3,1.4,2.25
1129,1,2,0,2,3,4,2,3,1,1,3,2,1,2,3,4,2,1,3,1,2,3,3,1,4,1,1,3,3,2,1,3,1,1,2,3.428571,1.666667,1.38,2.29,1.6,2
1130,1,4,0,3,1,3,2,2,1,1,2,2,1,2,3,3,2,3,1,2,2,3,3,3,2,1,3,3,3,2,1,3,1,2,2.625,2.714286,1.333333,1.63,1.71,2.6,1.75
1131,0,1,0,2,1,4,1,2,1,1,4,1,1,1,2,3,1,1,2,1,1,3,4,1,4,1,2,2,4,1,1,2,1,2,1.5,3.714286,1.166667,1.38,3,1.4,1
1132,1,4,0,2,4,3,1,2,1,1,4,1,1,1,4,3,1,4,1,1,1,3,4,1,3,2,2,1,4,1,1,2,1,1,2,3.428571,1,1.25,2.14,1.4,1.25
1133,1,2,0,2,2,3,2,2,1,2,3,1,1,1,3,3,1,2,1,1,1,3,3,1,4,3,2,2,3,2,2,2,1,1,1.875,3.142857,1,2.5,2.86,1.8,1.25
1134,0,2,0,2,2,3,2,2,1,2,3,2,1,2,2,4,2,2,1,3,1,3,2,1,3,1,2,2,3,1,1,3,1,2,1.875,3,1.166667,1.13,2.29,1.6,2
1135,0,3,0,2,1,2,3,2,1,3,2,1,2,3,2,1,3,1,2,3,2,1,2,1,3,3,2,2,1,1,2,2,1,1,2,1.714286,1.5,2,2.14,1.6,2.25
1136,1,1,0,2,3,2,1,2,2,2,3,1,2,2,2,3,2,2,2,2,1,4,4,2,3,1,1,2,3,3,2,2,3,2,1.75,3.142857,1.833333,2.25,2.43,1.4,1.75
1137,1,3,0,3,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2.25,2.142857,2.166667,2.88,2.14,2,1.75
1138,1,4,0,2,2,3,2,2,1,3,3,1,1,2,1,3,1,1,2,1,1,3,3,2,3,4,2,2,2,2,2,3,1,3,1.625,2.857143,1.166667,1.75,3,1.8,2
1139,1,2,0,1,2,3,2,1,1,2,2,1,1,1,2,3,1,2,1,3,1,3,3,1,3,1,1,1,3,1,1,1,1,2,1.375,2.857143,1,1.5,2.43,1.4,1.25
1140,1,3,0,1,3,4,1,2,1,1,4,1,1,2,2,3,1,2,1,1,1,4,3,1,4,1,1,1,4,4,1,1,1,1,1.375,3.714286,1,1,4,1,1
1141,1,4,,1,4,4,1,2,1,2,4,1,1,2,2,4,2,1,3,2,3,4,4,2,4,1,2,1,4,1,1,2,1,1,1.625,4,1.666667,1.38,3,1,2
1142,1,3,0,2,2,2,2,2,1,1,3,3,3,1,3,2,2,3,1,3,2,2,3,2,3,1,2,2,4,1,2,2,1,2,2.25,2.714286,1.833333,2.25,1.43,2.6,2.25
1143,1,3,0,1,1,2,2,2,1,1,3,1,1,2,2,3,1,2,2,1,1,3,3,2,3,1,1,1,3,2,1,2,1,2,1.625,2.857143,1.166667,1.63,2.29,2,2
1144,1,4,0,1,2,4,1,1,1,1,1,1,1,1,2,3,1,2,2,2,1,2,3,1,3,1,2,2,1,3,2,1,2,2,1.5,2.428571,1.333333,2.25,2.43,1.8,2.25
1145,1,4,0,1,1,2,2,1,1,1,3,1,2,1,4,4,2,1,2,1,2,3,4,2,3,1,1,1,4,1,3,2,1,2,1.75,3.285714,1.5,1.5,3.43,1.6,1.75
